layer_idx_norm,param_count_norm,act_size_norm,grad_norm_norm,optimal_rank,module_name
0.0,0.0,0.9999999999999999,0.16761550974575096,64,LoRALinear_123464720605664
0.013513513511687364,0.0,0.10064871240416748,0.2103945406645607,6,Conv1D_123464712726592
0.027027027023374728,0.0,0.10064871240416748,0.17069411433852277,6,Conv1D_123464727739232
0.04054054053506209,0.0,0.10064871240416748,0.1610780198391639,6,Conv1D_123464716273232
0.054054054046749456,0.0,0.10064871240416748,0.1495497698124859,6,Conv1D_123464712731728
0.06756756755843682,0.0,0.10064871240416748,0.1440206181062338,6,Conv1D_123464712730912
0.08108108107012418,0.0,0.10064871240416748,0.13824681913763442,6,Conv1D_123464712726304
0.09459459458181155,0.0,0.10064871240416748,0.13831338052080136,6,Conv1D_123464712729904
0.10810810809349891,0.0,0.10064871240416748,0.13776727355426574,6,Conv1D_123464712729184
0.12162162160518628,0.0,0.10064871240416748,0.1378682523058343,6,Conv1D_123464712728464
0.13513513511687364,0.0,0.10064871240416748,0.1412454898742816,6,Conv1D_123464712726256
0.148648648628561,0.0,0.10064871240416748,0.13549750174773076,6,Conv1D_123464712725344
0.16216216214024837,0.0,0.10064871240416748,0.14032044158796583,6,Conv1D_123464716545888
0.17567567565193573,0.0,0.0754865343031256,0.20752917227340698,5,Conv1D_123464712730528
0.1891891891636231,0.0,0.0754865343031256,0.1381291015583851,5,Conv1D_123464712726736
0.20270270267531046,0.0,0.0754865343031256,0.11979764660897761,5,Conv1D_123464716130096
0.21621621618699782,0.0,0.0754865343031256,0.11407735507120335,5,Conv1D_123464720232192
0.2297297296986852,0.0,0.0754865343031256,0.11687692536509979,5,Conv1D_123464712731152
0.24324324321037255,0.0,0.0754865343031256,0.10924012063420024,5,Conv1D_123464712725200
0.25675675672205994,0.0,0.0754865343031256,0.11419318816747139,5,Conv1D_123464712730240
0.2702702702337473,0.0,0.0754865343031256,0.11639749139554205,5,Conv1D_123464712729520
0.28378378374543467,0.0,0.0754865343031256,0.11763804801979034,5,Conv1D_123464712728800
0.297297297257122,0.0,0.0754865343031256,0.10900108499870192,5,Conv1D_123464712728176
0.3108108107688094,0.0,0.0754865343031256,0.11180011553384485,5,Conv1D_123464712727408
0.32432432428049673,0.0,0.0754865343031256,0.11134013723166034,5,Conv1D_123464716135424
0.3378378377921841,0.0001933238819435492,0.02516217810104187,0.007900945785543016,4,LayerNorm_123464712720928
0.35135135130387146,0.0,0.02516217810104187,0.8932353440231757,4,Conv1D_123464712720400
0.36486486481555885,0.0001933238819435492,0.02516217810104187,0.008002850196355715,4,LayerNorm_123464712726448
0.3783783783272462,0.0,0.02516217810104187,0.9999999103018948,4,Conv1D_123464715986048
0.3918918918389336,0.0001933238819435492,0.02516217810104187,0.004427972056248713,4,LayerNorm_123464712732640
0.4054054053506209,0.0,0.02516217810104187,0.7707339053585407,4,Conv1D_123464717154208
0.4189189188623083,0.0001933238819435492,0.02516217810104187,0.006002012052270726,4,LayerNorm_123464718390368
0.43243243237399565,0.0,0.02516217810104187,0.7780102584909786,4,Conv1D_123464718547808
0.44594594588568304,0.0001933238819435492,0.02516217810104187,0.0037082418697515517,4,LayerNorm_123464716136528
0.4594594593973704,0.0,0.02516217810104187,0.606154244532175,4,Conv1D_123464716140464
0.47297297290905777,0.0001933238819435492,0.02516217810104187,0.005200398207666935,4,LayerNorm_123464716136048
0.4864864864207451,0.0,0.02516217810104187,0.7151151747966503,4,Conv1D_123464716275440
0.4999999999324325,0.0001933238819435492,0.02516217810104187,0.003442096501820508,4,LayerNorm_123464721422224
0.5135135134441199,0.0,0.02516217810104187,0.5848863819140471,4,Conv1D_123465964311312
0.5270270269558072,0.0001933238819435492,0.02516217810104187,0.00487241431231863,4,LayerNorm_123464712725776
0.5405405404674946,0.0,0.02516217810104187,0.7063977148808017,4,Conv1D_123464712731488
0.554054053979182,0.0001933238819435492,0.02516217810104187,0.003519130492599494,4,LayerNorm_123464712730816
0.5675675674908693,0.0,0.02516217810104187,0.5586732146321514,4,Conv1D_123464712731872
0.5810810810025566,0.0001933238819435492,0.02516217810104187,0.004788617551260749,4,LayerNorm_123464712731008
0.594594594514244,0.0,0.02516217810104187,0.6411041192286686,4,Conv1D_123464712731440
0.6081081080259314,0.0001933238819435492,0.02516217810104187,0.0031637508933513776,4,LayerNorm_123464712730672
0.6216216215376188,0.0,0.02516217810104187,0.5242818407992365,4,Conv1D_123464712725680
0.6351351350493061,0.0001933238819435492,0.02516217810104187,0.004647817277349212,4,LayerNorm_123464712724816
0.6486486485609935,0.0,0.02516217810104187,0.6286329163844376,4,Conv1D_123464712717712
0.6621621620726809,0.0001933238819435492,0.02516217810104187,0.003469741795123755,4,LayerNorm_123464712730384
0.6756756755843683,0.0,0.02516217810104187,0.5308406858375888,4,Conv1D_123464712730192
0.6891891890960555,0.0001933238819435492,0.02516217810104187,0.004486094614880706,4,LayerNorm_123464712730048
0.7027027026077429,0.0,0.02516217810104187,0.613467741755639,4,Conv1D_123464712729856
0.7162162161194303,0.0001933238819435492,0.02516217810104187,0.0037015898114471767,4,LayerNorm_123464712729664
0.7297297296311177,0.0,0.02516217810104187,0.5131400146816784,4,Conv1D_123464712729472
0.743243243142805,0.0001933238819435492,0.02516217810104187,0.005012322444850152,4,LayerNorm_123464712729328
0.7567567566544924,0.0,0.02516217810104187,0.5703678488847922,4,Conv1D_123464712729136
0.7702702701661798,0.0001933238819435492,0.02516217810104187,0.0036130493343827915,4,LayerNorm_123464712728944
